rule,style,score,pos,t_trades,t_win_rate,t_avg_return,t_median_return,t_total_compound,t_best,t_worst,m_months,m_avg_month_pct,m_median_month_pct,m_pct_months_ge_20,m_pct_months_gt_0,m_best_month_pct,m_worst_month_pct,m_months_ge_20
FMR_mfi6<30_pb<=0.0_none_pb_up_h2_mid0_s0.1,mean_rev,-32.25,2,65,55.38461538461539,1.7502417585527192,1.537110300682376,59.43499290413639,45.06726457399104,-50.0,79,0.05,0.0,0.0,22.8,18.1,-45.1,0
FMR_mfi6<30_pb<=0.0_none_pb_up_h2_mid1_s0.07,mean_rev,-32.25,2,65,55.38461538461539,1.7502417585527192,1.537110300682376,59.43499290413639,45.06726457399104,-50.0,79,0.05,0.0,0.0,22.8,18.1,-45.1,0
FMR_mfi6<30_pb<=0.0_none_pb_up_h2_mid1_s0.1,mean_rev,-32.25,2,65,55.38461538461539,1.7502417585527192,1.537110300682376,59.43499290413639,45.06726457399104,-50.0,79,0.05,0.0,0.0,22.8,18.1,-45.1,0
FMR_mfi6<30_pb<=0.0_none_pb_up_h2_mid0_s0.07,mean_rev,-32.25,2,65,55.38461538461539,1.7502417585527192,1.537110300682376,59.43499290413639,45.06726457399104,-50.0,79,0.05,0.0,0.0,22.8,18.1,-45.1,0
FMR_mfi6<20_pb<=0.0_none_pb_up_h3_mid1_s0.07,mean_rev,-32.78,2,54,50.0,0.10325392045892909,0.01433217482556537,-40.2728795093238,36.201307324813946,-50.0,79,-0.28,0.0,0.0,20.3,18.1,-42.39,0
FMR_mfi6<20_pb<=0.0_none_pb_up_h3_mid1_s0.1,mean_rev,-32.78,2,54,50.0,0.10325392045892909,0.01433217482556537,-40.2728795093238,36.201307324813946,-50.0,79,-0.28,0.0,0.0,20.3,18.1,-42.39,0
FMR_mfi6<20_pb<=0.0_none_pb_up_h2_mid0_s0.1,mean_rev,-32.93,2,54,51.85185185185185,0.3431056061547716,0.2258728201415927,-30.89043055889641,36.201307324813946,-50.0,79,-0.24,0.0,0.0,16.5,18.1,-42.2,0
FMR_mfi6<20_pb<=0.0_none_pb_up_h2_mid0_s0.07,mean_rev,-32.93,2,54,51.85185185185185,0.3431056061547716,0.2258728201415927,-30.89043055889641,36.201307324813946,-50.0,79,-0.24,0.0,0.0,16.5,18.1,-42.2,0
FMR_mfi6<20_pb<=0.0_none_pb_up_h2_mid1_s0.1,mean_rev,-32.93,2,54,51.85185185185185,0.3431056061547716,0.2258728201415927,-30.89043055889641,36.201307324813946,-50.0,79,-0.24,0.0,0.0,16.5,18.1,-42.2,0
FMR_mfi6<20_pb<=0.0_none_pb_up_h2_mid1_s0.07,mean_rev,-32.93,2,54,51.85185185185185,0.3431056061547716,0.2258728201415927,-30.89043055889641,36.201307324813946,-50.0,79,-0.24,0.0,0.0,16.5,18.1,-42.2,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,9,11.11111111111111,-4.254998146893777,-2.0440127610173886,-33.03579808005961,3.0898944050931076,-11.909262759924388,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,9,11.11111111111111,-4.254998146893777,-2.0440127610173886,-33.03579808005961,3.0898944050931076,-11.909262759924388,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,27,51.85185185185185,0.9125999243069836,0.5457330220832723,8.502099421973575,23.845193508114846,-19.712528904890945,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,9,11.11111111111111,-4.254998146893777,-2.0440127610173886,-33.03579808005961,3.0898944050931076,-11.909262759924388,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,22,59.09090909090909,-1.9263661226894755,2.0937892021031246,-59.33220226961835,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_squeeze_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,10,60.0,2.1607020390336853,7.137269111539791,16.491997375922264,21.846484165324753,-13.90887715336866,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_squeeze_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,10,60.0,-1.124044386227665,4.7901413288273575,-17.180149370350584,13.137254901960782,-19.712528904890945,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,9,11.11111111111111,-4.254998146893777,-2.0440127610173886,-33.03579808005961,3.0898944050931076,-11.909262759924388,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_squeeze_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,10,60.0,0.37610599728858385,7.137269111539791,-5.2448468169573275,21.846484165324753,-19.712528904890945,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,22,59.09090909090909,-1.9263661226894755,2.0937892021031246,-59.33220226961835,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,22,59.09090909090909,-2.1021530761393645,2.0937892021031246,-60.80399844664268,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,22,59.09090909090909,-2.1021530761393645,2.0937892021031246,-60.80399844664268,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,28,64.28571428571429,0.9268087979305059,2.626369766663994,-15.303826340527216,18.881991109327313,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,28,60.71428571428571,-0.029256057932850306,2.626369766663994,-35.23549917677068,21.49068348559977,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,28,60.71428571428571,-0.029256057932850306,2.626369766663994,-35.23549917677068,21.49068348559977,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,28,64.28571428571429,0.1876916254004966,2.2773547478804557,-30.862031983245707,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,28,64.28571428571429,0.1876916254004966,2.2773547478804557,-30.862031983245707,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,28,64.28571428571429,0.1876916254004966,2.2773547478804557,-30.862031983245707,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,22,63.63636363636363,-1.2952182999671829,2.0937892021031246,-53.68573238576404,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,22,63.63636363636363,-1.2549929912939557,2.0937892021031246,-53.237167522895014,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,22,68.18181818181817,0.2253974145461872,2.9236070447576035,-38.378475010116176,30.02232142857142,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,22,68.18181818181817,0.2656227232194143,2.9236070447576035,-37.78165566414058,30.02232142857142,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,22,59.09090909090909,-1.5034404854911965,2.0502898342242615,-55.05825464146581,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_squeeze_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,10,60.0,0.6605516555174362,4.7901413288273575,1.8187348986309804,13.137254901960782,-13.90887715336866,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,34,32.35294117647059,-2.7403501091071263,-3.5595701236414587,-64.81503145443756,17.7461156449759,-15.992970717259647,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,34,32.35294117647059,-2.6039578626960704,-3.5595701236414587,-62.93785804870191,17.7461156449759,-15.992970717259647,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,34,32.35294117647059,-2.7403501091071263,-3.5595701236414587,-64.81503145443756,17.7461156449759,-15.992970717259647,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,27,51.85185185185185,0.30163667140026684,0.9720629039521755,-6.062183931224663,20.15306122448979,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,27,51.85185185185185,-0.055804735366357966,0.9720629039521755,-15.972564266244238,20.15306122448979,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,27,55.55555555555556,0.871433902700062,0.9720629039521755,8.434543867297538,20.15306122448979,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,27,55.55555555555556,0.5139924959334373,0.9720629039521755,-3.0052321052725484,20.15306122448979,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,27,48.148148148148145,1.06272123990273,-0.24297739336306412,16.37360110050281,21.059113300492616,-18.33648393194707,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,27,48.148148148148145,0.6482408147959446,-0.24297739336306412,2.137092322435996,21.059113300492616,-19.712528904890945,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_pb_up_h4_mid0_s0.07,mean_rev,-1000000000.0,1,27,51.85185185185185,1.3270803494137688,0.5457330220832723,23.625802826248908,23.845193508114846,-18.33648393194707,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,9,11.11111111111111,-7.969070267501353,-7.222216890865596,-54.25454578273039,3.0898944050931076,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,9,11.11111111111111,-9.04139448780123,-7.222216890865596,-59.080662344344404,3.0898944050931076,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.25_squeeze_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,9,11.11111111111111,-7.6964821839149264,-7.222216890865596,-53.21176296546021,6.741586844838432,-23.740996791549527,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h4_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,34,32.35294117647059,-2.6039578626960704,-3.5595701236414587,-62.93785804870191,17.7461156449759,-15.992970717259647,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_pb_up_h3_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_squeeze_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,28,64.28571428571429,0.1876916254004966,2.2773547478804557,-30.862031983245707,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h3_mid1_s0.1,mean_rev,-1000000000.0,1,19,47.368421052631575,2.9251323221117964,-1.9094728348072243,39.00422402765391,51.540535420927846,-22.87581699346405,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h3_mid1_s0.07,mean_rev,-1000000000.0,1,19,42.10526315789473,-0.9574959225925392,-2.297466674308579,-28.23288348709473,26.46370309298156,-22.87581699346405,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h2_mid0_s0.1,mean_rev,-1000000000.0,1,19,36.84210526315789,2.4762917145676764,-1.5075335577793725,32.861254456945744,51.540535420927846,-15.624992049702957,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h2_mid0_s0.07,mean_rev,-1000000000.0,1,19,31.57894736842105,-1.1183028030402609,-3.649648257096738,-27.01753886650996,26.46370309298156,-16.756760413622963,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h2_mid1_s0.1,mean_rev,-1000000000.0,1,19,36.84210526315789,2.4762917145676764,-1.5075335577793725,32.861254456945744,51.540535420927846,-15.624992049702957,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h2_mid1_s0.07,mean_rev,-1000000000.0,1,19,31.57894736842105,-1.1183028030402609,-3.649648257096738,-27.01753886650996,26.46370309298156,-16.756760413622963,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,11,63.63636363636363,-3.056174896857727,2.7072849878734484,-50.910310845950036,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,11,63.63636363636363,-3.113668598715494,2.7072849878734484,-51.18449005821677,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,28,71.42857142857143,2.7456220114184857,4.444961801304769,34.23860210219025,30.02232142857142,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,11,81.81818181818183,-1.0140151737345755,3.644569303607059,-38.55119216356648,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h4_mid0_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,3.377264600852908,0.8509007802766866,49.44542318662428,51.540535420927846,-22.87581699346405,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h4_mid0_s0.07,mean_rev,-1000000000.0,1,18,55.55555555555556,-0.7210652130016679,0.2814695245012433,-22.84214977509471,21.238940843037703,-22.87581699346405,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h4_mid1_s0.1,mean_rev,-1000000000.0,1,18,61.111111111111114,2.511430124055634,0.4777323152018953,29.52776689584764,51.540535420927846,-22.87581699346405,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h4_mid1_s0.07,mean_rev,-1000000000.0,1,18,55.55555555555556,-1.5868996897989422,0.2814695245012433,-33.125526195366625,20.357420357420363,-22.87581699346405,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,11,63.63636363636363,-3.113668598715494,2.7072849878734484,-51.18449005821677,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,24,66.66666666666666,1.507850157190461,2.857444657840491,-6.586324565060265,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,24,66.66666666666666,1.507850157190461,2.857444657840491,-6.586324565060265,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,24,66.66666666666666,1.507850157190461,2.857444657840491,-6.586324565060265,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_bw40_pb_up_h2_mid0_s0.1,mean_rev,-1000000000.0,1,5,20.0,-4.478951982273626,-1.6722319978092703,-22.88708533901852,11.259159664661066,-19.408866995073893,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,24,66.66666666666666,1.507850157190461,2.857444657840491,-6.586324565060265,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_squeeze_none_h2_mid0_s0.1,mean_rev,-1000000000.0,1,5,40.0,-1.73270880927064,-3.649648257096738,-8.846550582359347,6.017690724180036,-6.639018627651582,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_pb_up_h3_mid1_s0.1,mean_rev,-1000000000.0,1,1,0.0,-12.275215011727914,-12.275215011727914,-12.275215011727914,-12.275215011727914,-12.275215011727914,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_pb_up_h3_mid0_s0.07,mean_rev,-1000000000.0,1,1,0.0,-12.275215011727914,-12.275215011727914,-12.275215011727914,-12.275215011727914,-12.275215011727914,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h3_mid0_s0.07,mean_rev,-1000000000.0,1,19,42.10526315789473,-0.40301680918823973,-2.297466674308579,-20.67660278357102,26.46370309298156,-22.87581699346405,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h3_mid1_s0.07,mean_rev,-1000000000.0,1,11,63.63636363636363,-3.056174896857727,2.7072849878734484,-50.910310845950036,18.835893290218266,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_bw40_pb_up_h2_mid0_s0.07,mean_rev,-1000000000.0,1,5,20.0,-4.478951982273626,-1.6722319978092703,-22.88708533901852,11.259159664661066,-19.408866995073893,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_bw40_pb_up_h2_mid1_s0.1,mean_rev,-1000000000.0,1,5,20.0,-4.478951982273626,-1.6722319978092703,-22.88708533901852,11.259159664661066,-19.408866995073893,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_bw40_pb_up_h2_mid1_s0.07,mean_rev,-1000000000.0,1,5,20.0,-4.478951982273626,-1.6722319978092703,-22.88708533901852,11.259159664661066,-19.408866995073893,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h4_mid0_s0.1,mean_rev,-1000000000.0,1,24,75.0,3.69721764560121,5.760751047076784,43.32858656391352,42.6724207403778,-50.0,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h4_mid0_s0.07,mean_rev,-1000000000.0,1,24,75.0,3.660344445984085,5.760751047076784,41.95373041488257,42.6724207403778,-50.0,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,24,70.83333333333334,1.7707424147625679,3.914795208712929,-2.104015379344182,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi6<30_pb<=0.0_none_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,24,70.83333333333334,1.7338692151454431,3.914795208712929,-3.0430666854919353,31.250006715698532,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_none_h3_mid0_s0.1,mean_rev,-1000000000.0,1,19,47.368421052631575,3.479611435516096,-1.9094728348072243,53.63982577346989,51.540535420927846,-22.87581699346405,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,11,72.72727272727273,-2.384896261958592,3.214897990419141,-47.05179572937178,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h4_mid1_s0.1,mean_rev,-1000000000.0,1,34,47.05882352941176,-1.2485625686542141,-1.8511192166913215,-46.200858730649685,31.735546458016707,-19.712528904890945,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h4_mid1_s0.07,mean_rev,-1000000000.0,1,34,47.05882352941176,-1.3527515120116902,-1.8511192166913215,-47.00807334997239,31.735546458016707,-15.992970717259647,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h3_mid0_s0.1,mean_rev,-1000000000.0,1,34,38.23529411764706,-2.479365072187477,-2.9027896943460085,-64.09122760309005,31.782945736434097,-18.172475409706614,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h3_mid0_s0.1,mean_rev,-1000000000.0,1,28,64.28571428571429,0.9268087979305059,2.626369766663994,-15.303826340527216,18.881991109327313,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h4_mid1_s0.07,mean_rev,-1000000000.0,1,28,71.42857142857143,0.8671762451579332,3.0473672311404854,-17.4930235565537,21.49068348559977,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h4_mid1_s0.1,mean_rev,-1000000000.0,1,28,71.42857142857143,0.8671762451579332,3.0473672311404854,-17.4930235565537,21.49068348559977,-50.0,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,34,38.23529411764706,-2.2394788868642346,-2.9027896943460085,-60.50740144499965,31.782945736434097,-15.992970717259647,0,,,,,,,0
FMR_mfi14<25_pb<=0.25_bw40_both_h3_mid1_s0.1,mean_rev,-1000000000.0,1,34,44.11764705882353,-2.1281086150817314,-2.1395741471535388,-59.55037022054215,31.782945736434097,-18.172475409706614,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_squeeze_pb_up_h4_mid0_s0.1,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_pb_up_h4_mid0_s0.07,mean_rev,-1000000000.0,1,28,71.42857142857143,2.7456220114184857,4.444961801304769,34.23860210219025,30.02232142857142,-50.0,0,,,,,,,0
FMR_mfi14<25_pb<=0.0_bw40_both_h3_mid0_s0.07,mean_rev,-1000000000.0,1,0,,,,0.0,,,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h2_mid1_s0.07,mean_rev,-1000000000.0,1,11,72.72727272727273,-2.384896261958592,3.214897990419141,-47.05179572937178,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi13<20_pb<=0.0_none_both_h2_mid1_s0.1,mean_rev,-1000000000.0,1,11,72.72727272727273,-2.384896261958592,3.214897990419141,-47.05179572937178,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h2_mid0_s0.1,mean_rev,-1000000000.0,1,22,59.09090909090909,-1.5034404854911965,2.0502898342242615,-55.05825464146581,24.494745351657233,-50.0,0,,,,,,,0
FMR_mfi14<30_pb<=0.0_none_both_h2_mid0_s0.07,mean_rev,-1000000000.0,1,22,59.09090909090909,-1.5034404854911965,2.0502898342242615,-55.05825464146581,24.494745351657233,-50.0,0,,,,,,,0
