rule,style,score,pos,t_trades,t_win_rate,t_avg_return,t_median_return,t_total_compound,t_best,t_worst,m_months,m_avg_month_pct,m_median_month_pct,m_pct_months_ge_20,m_pct_months_gt_0,m_best_month_pct,m_worst_month_pct,m_months_ge_20
FMR_mfi13<30_pb<=0.0_none_none_h4_mid1_s0.07,mean_rev,10.08,2,576,57.8125,2.514221167820265,1.943193919273667,35964.21586700623,100.0,-50.0,91,2.38,0.36,4.4,57.1,49.37,-19.18,4
FWALK_mfi6>=55_pb>=0.85_mup0_h4,band_walk,10.07,1,2976,46.740591397849464,2.608595825123187,-0.7465022747094152,1.5258232661140693e+21,100.0,-50.0,91,6.83,-0.71,17.6,47.3,116.44,-25.89,16
FMR_mfi6<25_pb<=0.25_none_none_h2_mid0_s0.07,mean_rev,10.05,1,2859,50.12242042672263,0.7812964774142885,3.0131424688661923e-06,2487.7220617300645,100.0,-50.0,91,3.46,0.99,8.8,53.8,85.78,-27.37,8
FMR_mfi6<25_pb<=0.25_none_none_h2_mid1_s0.07,mean_rev,10.05,1,2859,50.12242042672263,0.7812964774142885,3.0131424688661923e-06,2487.7220617300645,100.0,-50.0,91,3.46,0.99,8.8,53.8,85.78,-27.37,8
FMR_mfi6<25_pb<=0.25_none_none_h3_mid1_s0.07,mean_rev,10.04,1,2687,52.772608857461854,0.9853120022315418,0.7057569471480063,1432.8378951257218,100.0,-50.0,91,3.12,1.2,12.1,57.1,74.15,-30.16,11
FMR_mfi13<30_pb<=0.25_none_pb_up_h3_mid0_s0.1,mean_rev,10.01,2,992,55.74596774193549,2.614991651615408,1.3640052401215907,6263406125.784351,100.0,-50.0,90,2.26,0.38,4.4,52.2,69.75,-15.7,4
FMR_mfi6<30_pb<=0.0_bw40_none_h4_mid1_s0.07,mean_rev,9.99,2,462,54.761904761904766,1.5309354466847438,1.3313207695260565,5109.483588803285,100.0,-40.84507035263212,89,1.12,1.48,2.2,59.6,21.73,-23.28,2
FSQ_mfi6>=50_brk0_mup1_h3_s0.12,squeeze_break,9.96,1,1728,46.52777777777778,1.7559542076804588,-0.6154094814597721,301357756.4289127,100.0,-50.0,90,3.35,2.26,11.1,53.3,57.14,-38.14,10
FMR_mfi14<25_pb<=0.25_none_pb_up_h3_mid1_s0.07,mean_rev,9.94,1,620,57.74193548387097,2.116331532061762,1.5472581403763952,514839.8140023256,100.0,-50.0,90,2.23,0.94,3.3,58.9,81.4,-25.62,3
FMR_mfi13<30_pb<=0.0_none_none_h4_mid1_s0.1,mean_rev,9.93,1,576,58.333333333333336,2.6758257285975757,2.1118348667855225,79234.55521191176,100.0,-50.0,91,4.54,0.0,4.4,49.5,203.08,-25.65,4
FWALK_mfi6>=60_pb>=0.8_mup1_h4,band_walk,9.91,1,2834,46.54199011997177,2.5576144794821136,-0.7966417121346714,3.918321103636438e+19,100.0,-50.0,91,3.97,1.27,9.9,57.1,100.0,-34.12,9
FMR_mfi14<25_pb<=0.15_bw40_none_h4_mid0_s0.1,mean_rev,9.9,2,152,55.92105263157895,3.3626170826958326,1.051574245398601,5453.20346591401,51.80503800952485,-22.854291417165673,81,1.84,0.0,2.5,49.4,28.48,-8.6,2
FSQ_mfi14>=45_brk0_mup1_h4_s0.08,squeeze_break,9.89,1,1691,46.12655233589592,2.004185218346124,-0.7246376811594235,3404016373.952652,100.0,-50.0,90,2.57,1.03,6.7,52.2,57.14,-20.83,6
FMR_mfi14<25_pb<=0.15_bw40_none_h2_mid0_s0.1,mean_rev,9.88,2,154,53.246753246753244,2.016533357996235,0.8551542579933957,1186.489115769937,41.80929095354524,-18.345311531224006,81,1.41,0.38,0.0,50.6,18.9,-9.48,0
FMR_mfi14<25_pb<=0.15_bw40_none_h2_mid1_s0.1,mean_rev,9.88,2,154,53.246753246753244,2.016533357996235,0.8551542579933957,1186.489115769937,41.80929095354524,-18.345311531224006,81,1.41,0.38,0.0,50.6,18.9,-9.48,0
FMR_mfi14<25_pb<=0.15_bw40_none_h2_mid0_s0.07,mean_rev,9.88,2,154,53.246753246753244,2.016533357996235,0.8551542579933957,1186.489115769937,41.80929095354524,-18.345311531224006,81,1.41,0.38,0.0,50.6,18.9,-9.48,0
FMR_mfi14<25_pb<=0.15_bw40_none_h2_mid1_s0.07,mean_rev,9.88,2,154,53.246753246753244,2.016533357996235,0.8551542579933957,1186.489115769937,41.80929095354524,-18.345311531224006,81,1.41,0.38,0.0,50.6,18.9,-9.48,0
FMR_mfi14<30_pb<=0.0_none_none_h4_mid1_s0.07,mean_rev,9.88,2,523,57.93499043977055,1.7710562667874428,1.838234139859174,516.5985494965598,100.0,-50.0,89,1.57,1.08,2.2,57.3,32.85,-22.63,2
FMR_mfi6<25_pb<=0.25_none_none_h2_mid1_s0.1,mean_rev,9.86,1,2855,50.2276707530648,0.8257608055788457,4.966745437151587e-06,8726.359576796289,100.0,-50.0,91,3.25,0.91,8.8,56.0,76.72,-27.39,8
FMR_mfi6<25_pb<=0.25_none_none_h2_mid0_s0.1,mean_rev,9.86,1,2855,50.2276707530648,0.8257608055788457,4.966745437151587e-06,8726.359576796289,100.0,-50.0,91,3.25,0.91,8.8,56.0,76.72,-27.39,8
FMR_mfi6<25_pb<=0.15_none_none_h3_mid0_s0.1,mean_rev,9.85,1,2148,52.932960893854755,1.3752050649093586,0.6881245632844868,53789.58867144089,100.0,-50.0,91,2.21,1.17,7.7,54.9,61.02,-24.35,7
FMR_mfi6<25_pb<=0.15_bw40_none_h2_mid1_s0.1,mean_rev,9.83,2,864,48.495370370370374,0.6899032040636881,-0.34667228846900766,665.6333156311782,100.0,-34.98292711270018,89,1.06,1.62,1.1,55.1,20.54,-20.37,1
FMR_mfi6<20_pb<=0.25_squeeze_none_h4_mid1_s0.1,mean_rev,9.83,2,305,52.131147540983605,0.3865275764596384,0.7399520174074858,-93.07101098366371,72.84974684373167,-50.0,90,1.89,1.11,2.2,56.7,24.06,-22.48,2
FWALK_mfi6>=55_pb>=0.8_mup1_h2,band_walk,9.83,2,3153,49.54012052013955,1.8122075488018068,-1.8256839617869502e-05,8.043411152587368e+16,100.0,-50.0,91,3.4,1.5,13.2,51.6,73.45,-31.85,12
FMR_mfi6<25_pb<=0.15_bw40_none_h2_mid0_s0.1,mean_rev,9.83,2,864,48.495370370370374,0.6899032040636881,-0.34667228846900766,665.6333156311782,100.0,-34.98292711270018,89,1.06,1.62,1.1,55.1,20.54,-20.37,1
FSQ_mfi14>=45_brk0_mup0_h4_s0.08,squeeze_break,9.82,2,1923,45.60582423296932,1.8449536637443094,-0.8247274986455166,3429719127.457897,100.0,-50.0,90,2.53,1.89,8.9,61.1,50.46,-33.76,8
FMR_mfi14<25_pb<=0.0_none_none_h4_mid1_s0.1,mean_rev,9.8,2,328,56.70731707317073,1.4916920879614481,1.5660020133155372,-40.65299657404488,100.0,-50.0,89,2.12,0.0,2.2,48.3,48.01,-10.57,2
FMR_mfi14<30_pb<=0.25_none_pb_up_h3_mid0_s0.07,mean_rev,9.78,2,884,55.88235294117647,2.362815053342965,1.4843349358255598,115526949.90992793,100.0,-50.0,90,2.07,0.93,3.3,58.9,31.43,-24.62,3
FSQ_mfi6>=45_brk0_mup1_h3_s0.08,squeeze_break,9.78,1,1735,46.512968299711815,1.7656650935166798,-0.6589857122929033,460301854.99769413,100.0,-50.0,90,4.13,0.55,12.2,53.3,85.41,-26.66,11
FMR_mfi14<25_pb<=0.0_none_none_h4_mid0_s0.1,mean_rev,9.74,2,328,56.40243902439024,1.8568665291625701,1.8262877697892255,59.1577188727958,100.0,-50.0,90,2.23,0.0,3.3,46.7,48.01,-10.57,3
FMR_mfi14<25_pb<=0.15_bw40_none_h4_mid0_s0.07,mean_rev,9.73,2,152,55.92105263157895,3.307770440177362,0.8445966025938167,5060.638933274259,51.80503800952485,-19.303797468354432,81,1.9,0.15,2.5,50.6,28.48,-11.9,2
FMR_mfi13<30_pb<=0.15_bw40_none_h4_mid0_s0.1,mean_rev,9.73,1,360,56.666666666666664,2.7792170498194704,1.57128646009006,98644.84240085131,100.0,-50.0,89,2.09,0.69,2.2,53.9,48.28,-20.4,2
FMR_mfi14<30_pb<=0.25_bw40_none_h4_mid0_s0.1,mean_rev,9.71,2,409,55.256723716381416,2.1619108241941847,1.4508929601461995,35094.12116268337,87.16981132075472,-44.9122797287017,89,1.23,1.08,2.2,57.3,23.06,-20.39,2
FMR_mfi14<25_pb<=0.25_none_none_h3_mid1_s0.07,mean_rev,9.69,2,1113,56.693620844564244,1.6846338583479183,1.3011152416356975,607332.0679571247,100.0,-50.0,90,1.95,0.93,4.4,57.8,55.5,-24.12,4
FMR_mfi14<25_pb<=0.25_none_pb_up_h3_mid1_s0.1,mean_rev,9.68,1,616,58.76623376623377,2.0605695771137538,1.7816261516564458,422130.7833868839,100.0,-50.0,90,2.0,1.15,5.6,58.9,39.43,-28.06,5
FMR_mfi14<20_pb<=0.15_none_none_h3_mid1_s0.1,mean_rev,9.67,2,506,61.06719367588933,2.440342866176244,2.024399988942227,88168.54360536976,84.1765391954588,-50.0,90,1.44,1.17,4.4,55.6,37.06,-24.2,4
FMR_mfi6<30_pb<=0.25_bw40_none_h3_mid1_s0.1,mean_rev,9.63,2,1373,54.26074289876184,1.179558603355908,0.9333333333333416,84508.27165055476,100.0,-50.0,89,2.19,1.05,4.5,56.2,33.49,-25.3,4
FWALK_mfi14>=55_pb>=0.85_mup0_h4,band_walk,9.63,2,2880,46.31944444444444,2.6830540555951603,-0.8202890276622521,5.897833690981142e+20,100.0,-50.0,91,2.51,0.9,5.5,53.8,68.22,-21.32,5
FMR_mfi6<20_pb<=0.25_squeeze_none_h4_mid0_s0.1,mean_rev,9.61,2,305,49.18032786885246,0.6498574610446806,-0.12092459593594507,-89.7799274797666,72.84974684373167,-50.0,90,2.27,1.04,4.4,60.0,24.55,-25.63,4
FSQ_mfi14>=50_brk1_mup0_h3_s0.08,squeeze_break,9.57,1,975,45.33333333333333,1.6744218777263313,-0.8510609772151123,284977.54833436065,100.0,-34.57364341085272,90,4.55,0.15,12.2,50.0,85.41,-24.06,11
FMR_mfi13<25_pb<=0.15_none_none_h3_mid0_s0.07,mean_rev,9.57,2,1031,54.02521823472357,1.5852643400023854,0.8982035928143617,24011.848019240508,84.1765391954588,-50.0,89,2.35,0.84,3.4,57.3,43.12,-24.9,3
FMR_mfi13<30_pb<=0.15_bw40_none_h4_mid1_s0.1,mean_rev,9.56,1,360,57.22222222222222,2.190080786666273,1.4830248634206344,20962.55587783333,100.0,-50.0,89,2.08,0.59,2.2,53.9,36.07,-20.4,2
FMR_mfi14<25_pb<=0.0_none_none_h4_mid0_s0.07,mean_rev,9.56,2,328,56.40243902439024,1.829926377935331,1.7533185351504166,47.831399863658945,100.0,-50.0,90,2.27,0.0,3.3,44.4,51.3,-10.57,3
FMR_mfi13<30_pb<=0.15_none_both_h3_mid0_s0.1,mean_rev,9.53,2,338,57.692307692307686,3.619892047531456,1.50465046577537,716166.5186261226,80.9123649459784,-50.0,90,1.78,0.55,1.1,52.2,26.45,-17.7,1
FSQ_mfi6>=55_brk1_mup1_h3_s0.12,squeeze_break,9.52,2,886,45.146726862302486,1.7121105949682105,-0.8695658636239445,141485.6519434531,100.0,-34.57364341085272,90,3.27,0.95,10.0,54.4,49.37,-26.79,9
FMR_mfi13<30_pb<=0.15_none_both_h3_mid0_s0.07,mean_rev,9.48,1,340,57.35294117647059,3.6466364901255,1.4843349358255598,587254.7172477256,81.3989239046887,-50.0,90,2.83,0.51,4.4,52.2,56.01,-23.74,4
FMR_mfi6<30_pb<=0.25_squeeze_none_h4_mid1_s0.07,mean_rev,9.46,1,530,51.886792452830186,0.5149751877484547,0.5136801777084754,-82.95638208017242,72.84974684373167,-50.0,90,2.13,0.92,6.7,54.4,39.02,-22.65,6
FSQ_mfi6>=50_brk1_mup1_h4_s0.08,squeeze_break,9.45,1,889,43.98200224971879,1.9598728436829846,-1.2096697992085792,641836.7130514636,100.0,-34.57364341085272,90,3.24,0.83,8.9,51.1,100.0,-23.61,8
FSQ_mfi14>=45_brk0_mup0_h4_s0.12,squeeze_break,9.44,2,1923,45.91783671346854,1.8085474148836629,-0.7448748736083588,1014203589.7538712,100.0,-50.0,90,2.91,1.57,10.0,58.9,50.46,-33.76,9
FMR_mfi6<30_pb<=0.25_bw40_none_h4_mid0_s0.07,mean_rev,9.43,2,1311,52.32646834477498,1.542558189874282,0.5822413702881057,807822.3858746719,100.0,-50.0,89,1.63,1.25,1.1,56.2,23.02,-24.18,1
FSQ_mfi14>=45_brk1_mup0_h2_s0.12,squeeze_break,9.42,2,993,45.9214501510574,1.53799146857437,-0.7117553152957701,277435.94626877067,100.0,-34.57364341085272,90,2.56,0.67,8.9,55.6,38.39,-21.13,8
FMR_mfi13<25_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,9.41,2,402,55.223880597014926,0.8613176358753974,1.0801552758276656,-91.44955911888242,61.81383360867483,-50.0,89,2.11,0.46,2.2,55.1,32.89,-19.84,2
FMR_mfi6<25_pb<=0.0_bw40_none_h4_mid0_s0.07,mean_rev,9.4,2,390,51.7948717948718,1.3559423922224627,0.592966186042021,1376.3375366539342,100.0,-35.61643942105713,89,0.37,1.14,0.0,61.8,17.02,-18.25,0
FMR_mfi14<25_pb<=0.15_bw40_none_h4_mid1_s0.1,mean_rev,9.4,2,152,58.55263157894737,2.451186745771093,1.5222502425124906,1826.7790807205454,41.80929095354524,-22.854291417165673,81,1.18,0.0,0.0,49.4,16.89,-8.19,0
FMR_mfi13<30_pb<=0.0_none_none_h2_mid0_s0.07,mean_rev,9.37,2,594,52.861952861952865,1.0383151660690493,0.509325383933934,-58.00006940501591,100.0,-50.0,91,1.62,0.83,1.1,57.1,34.19,-20.88,1
FMR_mfi13<30_pb<=0.0_none_none_h2_mid1_s0.07,mean_rev,9.37,2,594,52.861952861952865,1.0383151660690493,0.509325383933934,-58.00006940501591,100.0,-50.0,91,1.62,0.83,1.1,57.1,34.19,-20.88,1
FMR_mfi6<30_pb<=0.25_none_both_h4_mid1_s0.1,mean_rev,9.36,2,479,63.25678496868476,3.2645882018112276,2.7568922305764465,14895628.660600059,61.67340674546287,-50.0,90,0.73,0.8,0.0,57.8,17.16,-19.78,0
FMR_mfi6<20_pb<=0.25_none_none_h4_mid1_s0.1,mean_rev,9.34,2,2230,55.426008968609864,1.6514673657248458,1.2077592931072911,193669891.80456638,100.0,-50.0,91,2.21,1.09,5.5,52.7,41.55,-25.99,5
FSQ_mfi14>=55_brk1_mup0_h2_s0.12,squeeze_break,9.33,1,945,45.82010582010582,1.5256011805799294,-0.7194467737019261,157857.3365531162,100.0,-34.57364341085272,90,4.43,0.97,11.1,55.6,98.67,-35.76,10
FMR_mfi14<30_pb<=0.25_none_both_h4_mid0_s0.07,mean_rev,9.32,2,653,56.04900459418071,3.038092446922302,1.7225637626023804,71455775.11753392,81.3989239046887,-50.0,91,2.1,1.63,4.4,58.2,32.65,-33.81,4
FSQ_mfi6>=45_brk1_mup0_h4_s0.08,squeeze_break,9.32,1,986,43.91480730223123,1.930541773021226,-1.2113537066342495,1483385.1901565292,100.0,-34.57364341085272,90,3.63,0.53,8.9,51.1,100.0,-23.61,8
FWALK_mfi6>=50_pb>=0.8_mup1_h4,band_walk,9.32,1,2875,47.06086956521739,2.6352082006802733,-0.679347674232289,6.938956257691874e+20,100.0,-50.0,91,2.79,1.96,11.0,51.6,100.0,-34.36,10
FMR_mfi6<20_pb<=0.0_none_none_h3_mid0_s0.1,mean_rev,9.32,2,905,53.25966850828729,0.8585164585573565,0.7782101167315147,-96.62003433608086,73.94365848333987,-50.0,91,1.68,0.77,2.2,57.1,27.31,-21.03,2
FMR_mfi13<30_pb<=0.15_none_both_h3_mid1_s0.1,mean_rev,9.3,2,338,58.875739644970416,3.165766243045736,1.68049461963371,207509.49683107878,80.9123649459784,-50.0,90,1.85,0.29,2.2,53.3,26.45,-17.7,2
FWALK_mfi14>=55_pb>=0.8_mup0_h2,band_walk,9.28,2,3501,49.3573264781491,1.8939273687753926,-0.11665595346675994,3.5872625237724578e+19,100.0,-50.0,91,1.6,1.59,6.6,53.8,36.68,-25.75,6
FMR_mfi14<30_pb<=0.25_none_both_h4_mid1_s0.1,mean_rev,9.28,2,648,60.64814814814815,2.3927644652996025,2.1332835996303867,2953295.909855283,80.9123649459784,-50.0,90,1.04,0.99,2.2,64.4,36.8,-26.18,2
FMR_mfi13<25_pb<=0.0_none_none_h3_mid1_s0.07,mean_rev,9.27,2,402,54.72636815920397,0.6763879879869703,0.8942424621920408,-95.51767839040059,61.81383360867483,-50.0,89,1.93,0.46,1.1,56.2,21.01,-19.84,1
FMR_mfi13<30_pb<=0.25_none_both_h4_mid1_s0.1,mean_rev,9.26,2,741,60.59379217273953,2.5427153179846487,1.9230750468843594,33065635.159204785,80.9123649459784,-50.0,90,1.74,1.43,4.4,61.1,63.82,-33.25,4
FMR_mfi13<30_pb<=0.15_none_both_h4_mid0_s0.07,mean_rev,9.25,2,340,57.94117647058824,4.458505201805041,2.070825259862019,4620768.409211318,82.85715320393561,-50.0,90,2.6,0.23,4.4,52.2,35.71,-20.91,4
FMR_mfi14<30_pb<=0.15_bw40_none_h4_mid0_s0.1,mean_rev,9.24,2,309,57.92880258899677,2.8964946967010925,1.716738197424883,77999.07320148592,87.16981132075472,-26.755447722225924,88,1.06,0.78,2.3,56.8,23.53,-19.54,2
FMR_mfi13<25_pb<=0.0_none_none_h4_mid1_s0.1,mean_rev,9.23,2,400,56.25,1.20410966167639,1.442888541061793,-77.02690212677459,99.33862433862434,-50.0,89,2.08,0.57,2.2,56.2,30.34,-22.63,2
FSQ_mfi6>=45_brk1_mup0_h3_s0.08,squeeze_break,9.22,2,993,45.31722054380665,1.611123840350807,-0.8474570261180592,224482.24118817362,100.0,-34.57364341085272,90,2.86,0.22,10.0,50.0,42.36,-16.38,9
FMR_mfi14<25_pb<=0.25_none_pb_up_h3_mid0_s0.07,mean_rev,9.22,1,620,55.32258064516129,2.213556093994985,1.2999612807287897,715373.2118448074,100.0,-50.0,90,2.15,0.95,4.4,54.4,81.4,-25.62,4
FSQ_mfi14>=55_brk1_mup1_h3_s0.08,squeeze_break,9.17,1,847,44.62809917355372,1.8495133944611528,-0.9036189444238896,253835.70210103694,100.0,-34.57364341085272,90,4.29,0.61,12.2,53.3,94.8,-30.47,11
FMR_mfi6<25_pb<=0.25_none_none_h3_mid0_s0.1,mean_rev,9.17,2,2627,52.72173582032737,1.4184823708688348,0.6818112610190274,8644510.215468597,100.0,-50.0,91,3.03,0.62,7.7,54.9,40.97,-27.05,7
FMR_mfi6<20_pb<=0.25_squeeze_none_h3_mid0_s0.1,mean_rev,9.16,2,306,50.326797385620914,0.08107490927118285,0.15306056450633543,-96.81956542901803,72.84974684373167,-50.0,90,1.6,0.93,2.2,55.6,23.96,-21.02,2
FMR_mfi14<20_pb<=0.25_none_none_h3_mid1_s0.07,mean_rev,9.15,2,661,58.69894099848714,1.821827920139044,1.7796540282976503,43948.14554030684,84.1765391954588,-50.0,90,1.52,0.29,2.2,51.1,26.25,-15.28,2
FSQ_mfi6>=45_brk1_mup0_h4_s0.12,squeeze_break,9.14,1,986,44.21906693711968,1.8844688761753456,-1.1594444058235454,647443.8464153853,100.0,-42.49999643098701,90,3.78,1.13,8.9,52.2,100.0,-32.07,8
FMR_mfi14<30_pb<=0.25_bw40_none_h4_mid0_s0.07,mean_rev,9.12,2,409,55.012224938875306,2.165317083479081,1.3636318292203242,37740.94165587639,87.16981132075472,-44.9122797287017,89,0.92,1.08,2.2,58.4,23.06,-21.94,2
FMR_mfi14<30_pb<=0.25_squeeze_none_h4_mid1_s0.1,mean_rev,9.08,2,145,57.931034482758626,3.3172991994222656,2.3023127362140183,4006.5669907370866,80.29505332165698,-22.87581699346405,88,1.34,0.0,1.1,46.6,38.94,-9.09,1
FMR_mfi14<25_pb<=0.0_none_none_h3_mid0_s0.07,mean_rev,9.05,2,330,57.878787878787875,1.4666600188153451,1.6022196262369892,-22.43911963899363,100.0,-50.0,89,1.85,0.0,3.4,49.4,53.46,-13.71,3
FSQ_mfi6>=50_brk1_mup0_h3_s0.08,squeeze_break,9.05,2,989,45.39939332659252,1.5598082910841446,-0.8108108108108136,139731.94388402562,100.0,-34.57364341085272,90,3.51,0.57,14.4,53.3,55.33,-26.34,13
FSQ_mfi14>=55_brk0_mup0_h4_s0.08,squeeze_break,9.03,2,1785,45.490196078431374,1.8349497249852953,-0.8695665098565897,743081821.013559,100.0,-50.0,90,2.82,1.49,7.8,56.7,58.39,-33.23,7
FMR_mfi6<25_pb<=0.15_none_pb_up_h3_mid1_s0.07,mean_rev,9.0,1,502,59.76095617529881,2.8463827827390626,2.0606302796192133,3835349.926893448,81.3989239046887,-50.0,89,2.49,0.87,4.5,55.1,81.4,-30.1,4
FSQ_mfi14>=45_brk1_mup0_h2_s0.08,squeeze_break,8.95,1,993,45.720040281973816,1.4752586273507493,-0.7117553152957701,181462.6021189431,100.0,-34.57364341085272,90,4.29,0.58,13.3,52.2,93.72,-31.18,12
FSQ_mfi6>=45_brk0_mup1_h3_s0.12,squeeze_break,8.93,1,1735,46.570605187319885,1.7446370739864059,-0.6191928061457297,272541371.2908433,100.0,-50.0,90,3.73,0.42,11.1,52.2,85.41,-26.66,10
FMR_mfi14<30_pb<=0.25_squeeze_none_h4_mid1_s0.07,mean_rev,8.93,2,145,57.24137931034483,2.7691200695868985,2.0533884623681997,1952.4799991280609,80.29505332165698,-22.87581699346405,88,1.41,0.0,1.1,46.6,38.94,-10.0,1
FMR_mfi6<25_pb<=0.25_squeeze_none_h2_mid0_s0.1,mean_rev,8.89,2,384,48.17708333333333,0.3019303579794833,-0.1958395919580025,-66.68471808692648,65.39999211782248,-38.653366583541136,90,1.18,0.87,3.3,51.1,30.44,-16.15,3
FSQ_mfi6>=45_brk1_mup1_h4_s0.12,squeeze_break,8.89,2,890,44.26966292134831,1.9257821523901604,-1.1269697278475266,363870.44452571316,100.0,-34.57364341085272,90,1.58,1.04,6.7,54.4,27.58,-20.36,6
FMR_mfi6<25_pb<=0.25_squeeze_none_h2_mid1_s0.1,mean_rev,8.89,2,384,48.17708333333333,0.3019303579794833,-0.1958395919580025,-66.68471808692648,65.39999211782248,-38.653366583541136,90,1.18,0.87,3.3,51.1,30.44,-16.15,3
FSQ_mfi6>=45_brk0_mup0_h2_s0.08,squeeze_break,8.88,2,1992,47.99196787148594,1.241567646905865,-0.3145535162638602,11731546.503991883,100.0,-50.0,90,2.07,1.46,7.8,56.7,33.86,-30.16,7
FSQ_mfi14>=45_brk1_mup1_h3_s0.12,squeeze_break,8.86,2,889,45.44431946006749,1.8794648907669524,-0.8015998115247669,513511.63466433826,100.0,-34.57364341085272,90,2.55,0.58,11.1,51.1,47.46,-20.51,10
FMR_mfi14<30_pb<=0.25_squeeze_none_h4_mid0_s0.1,mean_rev,8.85,2,145,59.310344827586206,4.230053800924771,2.3023127362140183,11629.577783267516,80.29505332165698,-22.87581699346405,88,1.27,0.0,3.4,47.7,24.55,-10.93,3
FMR_mfi14<25_pb<=0.0_none_none_h3_mid0_s0.1,mean_rev,8.84,2,330,58.18181818181818,1.479277768855516,1.9232560440380686,-20.681956439425075,100.0,-50.0,89,1.75,0.0,3.4,48.3,53.46,-13.71,3
FMR_mfi6<25_pb<=0.25_squeeze_none_h2_mid1_s0.07,mean_rev,8.84,2,384,47.65625,0.09877849010486832,-0.3040926353759077,-83.0932523176434,65.39999211782248,-38.653366583541136,90,1.17,0.87,3.3,51.1,30.44,-16.15,3
FMR_mfi6<25_pb<=0.25_squeeze_none_h2_mid0_s0.07,mean_rev,8.84,2,384,47.65625,0.09877849010486832,-0.3040926353759077,-83.0932523176434,65.39999211782248,-38.653366583541136,90,1.17,0.87,3.3,51.1,30.44,-16.15,3
FMR_mfi6<25_pb<=0.25_bw40_none_h4_mid0_s0.07,mean_rev,8.82,2,1059,51.55807365439094,1.471307806973916,0.3929264174074687,78651.09210476307,100.0,-50.0,89,1.58,1.6,1.1,59.6,27.04,-31.78,1
FMR_mfi6<30_pb<=0.15_none_none_h3_mid0_s0.07,mean_rev,8.81,2,2471,52.448401456900044,1.093693832860395,0.6451570582100219,392.9796006644908,100.0,-50.0,91,2.02,0.59,5.5,53.8,39.61,-21.87,5
FWALK_mfi14>=50_pb>=0.8_mup0_h2,band_walk,8.8,2,3613,49.43260448380847,1.8519855463187445,-0.1009020289526541,5.476522473842003e+19,100.0,-50.0,91,2.37,1.47,8.8,53.8,53.23,-31.6,8
FMR_mfi14<30_pb<=0.25_squeeze_none_h2_mid0_s0.1,mean_rev,8.77,2,147,50.34013605442177,2.2304592475627096,0.5181526195626063,1085.4542378886465,80.29505332165698,-16.235294117647058,87,1.88,0.0,3.4,47.1,43.79,-11.13,3
FMR_mfi14<30_pb<=0.25_squeeze_none_h2_mid1_s0.1,mean_rev,8.77,2,147,50.34013605442177,2.2304592475627096,0.5181526195626063,1085.4542378886465,80.29505332165698,-16.235294117647058,87,1.88,0.0,3.4,47.1,43.79,-11.13,3
FMR_mfi14<25_pb<=0.0_none_none_h3_mid1_s0.07,mean_rev,8.77,2,330,57.27272727272727,1.1867789287333448,1.4134964770592173,-66.60173999443649,100.0,-50.0,89,1.84,0.07,3.4,51.7,53.46,-16.67,3
FMR_mfi6<25_pb<=0.0_bw40_none_h3_mid1_s0.1,mean_rev,8.76,2,397,55.91939546599496,1.346247732726336,1.3422867951560002,1978.3215418477014,100.0,-35.61643942105713,89,0.56,0.85,3.4,57.3,21.61,-19.1,3
FMR_mfi13<25_pb<=0.25_none_none_h4_mid1_s0.07,mean_rev,8.75,1,1314,55.70776255707762,1.736909968425095,1.3824877646656408,2062842.537764692,100.0,-50.0,89,3.22,0.65,10.1,52.8,106.2,-30.75,9
FMR_mfi6<20_pb<=0.15_bw40_none_h4_mid0_s0.1,mean_rev,8.75,2,670,50.74626865671642,1.0125799589044808,0.33756354806889766,540.565525475492,69.70297542711185,-46.46017505520504,89,1.12,1.57,3.4,58.4,23.62,-28.18,3
FMR_mfi6<20_pb<=0.25_squeeze_none_h3_mid0_s0.07,mean_rev,8.75,1,306,49.34640522875817,-0.07427266572530009,-0.16486340018143086,-97.4815358230195,72.84974684373167,-50.0,90,1.85,1.12,8.9,57.8,34.76,-27.2,8
FMR_mfi6<25_pb<=0.0_bw40_none_h3_mid0_s0.1,mean_rev,8.73,1,394,55.0761421319797,1.310208591748089,1.2963791417639703,1514.659015577703,100.0,-35.61643942105713,89,1.24,1.21,2.2,58.4,22.71,-27.11,2
FMR_mfi6<30_pb<=0.15_none_both_h4_mid0_s0.1,mean_rev,8.71,2,290,63.44827586206897,4.9561753309177785,3.419605175257312,8272194.266630102,82.85715320393561,-50.0,90,1.31,0.37,0.0,53.3,16.75,-20.03,0
FMR_mfi13<30_pb<=0.15_none_both_h3_mid1_s0.07,mean_rev,8.69,2,340,58.529411764705884,3.1721177074828737,1.6136445053512083,160607.75375684083,81.3989239046887,-50.0,90,2.04,0.05,4.4,50.0,34.65,-17.7,4
FMR_mfi14<30_pb<=0.25_squeeze_none_h4_mid0_s0.07,mean_rev,8.68,2,145,58.620689655172406,3.6818746710894037,1.8480530015970498,5762.493867183276,80.29505332165698,-22.87581699346405,88,1.26,0.0,3.4,46.6,24.55,-10.93,3
FMR_mfi14<25_pb<=0.0_none_none_h3_mid1_s0.1,mean_rev,8.67,2,330,57.57575757575758,1.1993966787735155,1.47032751484234,-65.84509317534112,100.0,-50.0,89,1.68,0.0,3.4,48.3,53.46,-13.93,3
